reviewer_id,reviewer_name,platform,review_text,rating,review_date,account_age_days,total_reviews,verified_purchase,review_length_words,all_caps_ratio,exclamation_count,repeated_phrases,same_day_reviews,avg_rating_given,profile_photo,classification
R163,Suresh Nair,Tripadvisor,Movie was okay. First half was slow. Second half had good twists. One-time watch.,5,2024-01-07,1654,31,Yes,14,0.049,0,0,1,4.0,Yes,Genuine
R164,Sanjay Das,Yelp,App crashes occasionally on Android. Core features work well otherwise.,4,2024-12-21,1497,55,No,10,0.042,0,0,0,3.4,No,Genuine
R165,Ravi Shankar,Zomato,Nice ambience but portions are small for the price. Desserts were excellent though.,4,2024-01-14,692,8,Yes,13,0.024,0,0,1,3.7,No,Genuine
R166,SmartBuyer708,Google Play,Excellent excellent excellent. Best best best. Buy buy buy.,5,2024-01-22,12,184,No,9,0.051,0,1,38,4.9,No,Fake
R167,Ananya Bose,Zomato,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,3,2024-03-22,1887,31,Yes,13,0.034,0,0,1,3.9,Yes,Genuine
R168,Rahul Verma,Google Maps,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,3,2024-02-09,1856,44,Yes,12,0.051,0,0,0,4.1,Yes,Genuine
R169,Arun Verma,Amazon,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,5,2024-08-15,1555,11,Yes,12,0.051,0,0,0,2.9,Yes,Genuine
R170,RealUser99335,Yelp,My friend told me this is the best product ever so I bought it too!,5,2024-10-18,3,128,No,15,0.03,1,1,94,4.9,Yes,Fake
R171,TechReviewer9917,Tripadvisor,Sent for testing. First impressions are positive. Will update after extended use.,4,2024-07-26,1349,100,No,12,0.037,0,0,0,4.4,Yes,Suspicious
R172,LegitReviewer396,Airbnb,Never used anything better in my entire life! This is truly magical!,5,2024-08-13,3,283,No,12,0.029,2,0,177,4.9,No,Fake
R173,AmazingUser183,MakeMyTrip,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-08-05,12,144,No,12,0.041,3,1,84,4.7,No,Fake
R174,Vikram Singh,Yelp,Movie was okay. First half was slow. Second half had good twists. One-time watch.,4,2024-12-16,1365,48,Yes,14,0.049,0,0,1,3.9,Yes,Genuine
R175,ContentCreator67,Yelp,Gifted for review. Aesthetics are great. Long-term durability remains to be seen.,5,2024-12-22,1385,299,Yes,12,0.037,0,1,1,4.5,No,Suspicious
R176,LovingIt9952,Swiggy,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-05-09,8,197,No,12,0.041,3,1,79,4.9,No,Fake
R177,Mohit Khanna,Trustpilot,Ordered this last month. Build quality is solid but battery life is average.,5,2024-05-25,1014,18,No,13,0.026,0,0,0,3.5,Yes,Genuine
R178,BrandAmbassador42,Google Play,*Ad* Partnered with the brand. Works as claimed based on my limited testing.,5,2024-08-21,1407,219,No,13,0.039,0,0,2,4.6,Yes,Suspicious
R179,Gopal Tiwari,Tripadvisor,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,2,2024-08-21,384,54,Yes,14,0.038,0,0,0,4.1,Yes,Genuine
R180,Harsha Bhat,Zomato,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,5,2024-12-17,621,39,Yes,14,0.025,0,0,1,3.7,No,Genuine
R181,PRInfluencer87,BookMyShow,Gifted for review. Aesthetics are great. Long-term durability remains to be seen.,5,2024-02-11,1247,308,Yes,12,0.037,0,0,2,4.3,Yes,Suspicious
R182,SuperShopper783,Swiggy,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-10-13,1,284,No,6,0.097,6,0,202,4.8,No,Fake
R183,Ananya Bose,Swiggy,Second order from this seller. Consistent quality. Delivery was faster this time.,4,2024-04-12,1798,59,Yes,12,0.037,0,0,0,3.0,No,Genuine
R184,AmazingUser797,Google Play,Great great great great great great great great quality!,5,2024-02-08,2,43,No,9,0.018,1,1,32,4.7,No,Fake
R185,LegitReviewer391,Tripadvisor,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-06-23,9,35,No,8,0.045,4,0,25,4.9,No,Fake
R186,TopTester47,Snapdeal,Sent for testing. First impressions are positive. Will update after extended use.,4,2024-06-15,824,495,Yes,12,0.037,0,1,2,4.9,Yes,Suspicious
R187,InfluencerLife62,Justdial,Received complimentary sample. Results seem positive after short-term use.,5,2024-07-14,1239,428,No,9,0.027,0,1,0,4.6,Yes,Suspicious
R188,ContentCreator14,Flipkart,As an influencer I get asked what I use daily. This is genuinely my favorite!,5,2024-05-14,1269,360,Yes,15,0.052,1,1,2,4.8,Yes,Suspicious
R189,RealUser99630,Justdial,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-01-25,1,153,No,11,0.246,5,0,16,4.7,No,Fake
R190,SuperShopper778,BookMyShow,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-09-27,1,70,Yes,8,0.045,4,1,17,4.8,No,Fake
R191,Rahul Verma,Google Maps,Taste was authentic but service was slow during lunch hours. Reasonable pricing.,4,2024-07-02,1784,45,Yes,12,0.025,0,0,1,3.5,Yes,Genuine
R192,HappyCustomer123290,BookMyShow,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-10-05,10,280,No,6,0.097,6,1,255,4.7,No,Fake
R193,RealUser99297,Flipkart,Changed my life! Cannot imagine living without this! Perfect in every way!,1,2024-08-11,6,117,No,12,0.041,3,1,114,1.3,No,Fake
R194,ValueKing430,Tripadvisor,My friend told me this is the best product ever so I bought it too!,5,2024-01-17,15,242,No,15,0.03,1,1,165,4.7,No,Fake
R195,TopTester61,Google Play,As an influencer I get asked what I use daily. This is genuinely my favorite!,5,2024-06-28,985,213,Yes,15,0.052,1,1,1,4.5,Yes,Suspicious
R196,ReviewKing141,Google Maps,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-11-12,13,81,No,8,0.731,7,1,75,4.5,No,Fake
R197,InfluencerLife67,Flipkart,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,4,2024-05-09,720,432,No,11,0.097,0,0,0,4.3,Yes,Suspicious
R198,Harsha Bhat,Zomato,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,4,2024-09-22,1641,11,Yes,14,0.025,0,0,1,2.9,Yes,Genuine
R199,Priya Sharma,Flipkart,Fabric quality is good but sizing runs small. Order one size up.,4,2024-06-13,1515,44,No,12,0.031,0,0,0,4.1,No,Genuine
R200,LegitReviewer371,Zomato,Great great great great great great great great quality!,5,2024-02-02,2,54,No,9,0.018,1,0,18,4.9,No,Fake
R201,Harsha Bhat,Flipkart,Second order from this seller. Consistent quality. Delivery was faster this time.,5,2024-06-14,348,28,Yes,12,0.037,0,0,1,3.6,Yes,Genuine
R202,Kavya Reddy,Flipkart,Product quality is decent but packaging could be better. Delivered on time.,4,2024-05-26,308,47,Yes,12,0.027,0,0,1,3.9,Yes,Genuine
R203,RealUser99528,Trustpilot,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-08-16,2,124,No,8,0.731,7,1,39,4.5,No,Fake
R204,LegitReviewer467,Snapdeal,Best product on the market! Everyone should buy this immediately!,5,2024-12-27,12,152,No,10,0.031,2,1,113,4.5,No,Fake
R205,ReviewKing759,Amazon,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-10-21,9,141,No,12,0.041,3,1,43,4.8,No,Fake
R206,Rohit Sharma,MakeMyTrip,Service was okay. Food arrived slightly late but taste was good. Will order again.,4,2024-08-13,748,54,Yes,14,0.037,0,0,1,3.6,No,Genuine
R207,Pooja Mishra,Airbnb,Good value for money. Works as described. Minor scratches on arrival but functional.,1,2024-02-15,760,18,Yes,13,0.036,0,0,0,3.6,Yes,Genuine
R208,ContentCreator34,Flipkart,"I review products professionally. Solid build, average performance. 6/10.",5,2024-10-14,567,470,Yes,9,0.027,0,1,1,4.5,Yes,Suspicious
R209,Gopal Tiwari,Tripadvisor,App crashes occasionally on Android. Core features work well otherwise.,4,2024-05-24,215,37,No,10,0.042,0,0,1,3.6,Yes,Genuine
R210,TopTester25,Amazon,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-02-14,774,394,Yes,12,0.037,0,0,0,4.7,No,Suspicious
R211,TechReviewer9967,Flipkart,*Ad* Partnered with the brand. Works as claimed based on my limited testing.,5,2024-11-18,386,205,No,13,0.039,0,0,2,4.2,Yes,Suspicious
R212,AffiliatePro12,Google Maps,Received complimentary sample. Results seem positive after short-term use.,5,2024-09-07,1237,367,No,9,0.027,0,0,0,4.9,Yes,Suspicious
R213,TruthTeller325,Justdial,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-08-31,14,288,No,11,0.246,5,1,236,4.9,No,Fake
R214,TruthTeller549,Amazon,Excellent excellent excellent. Best best best. Buy buy buy.,5,2024-12-06,4,103,No,9,0.051,0,0,53,4.6,No,Fake
R215,Ravi Shankar,BookMyShow,Good value for money. Works as described. Minor scratches on arrival but functional.,5,2024-05-08,993,31,No,13,0.036,0,0,1,4.2,Yes,Genuine
R216,BuyThis2024223,Nykaa,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-02-01,14,215,Yes,8,0.045,4,1,147,5.0,No,Fake
R217,FiveStarFarmer468,Google Play,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-05-31,7,277,Yes,6,0.097,6,1,191,4.8,No,Fake
R218,TrustMe123218,Airbnb,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-10-25,15,264,Yes,8,0.045,4,0,142,4.9,No,Fake
R219,Pooja Mishra,Tripadvisor,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,5,2024-04-26,1012,54,Yes,12,0.051,0,0,1,3.9,Yes,Genuine
R220,AmazingUser879,Google Maps,Best product on the market! Everyone should buy this immediately!,5,2024-05-09,8,177,No,10,0.031,2,1,148,4.5,Yes,Fake
R221,DealHunter485,Justdial,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-04-30,12,116,No,11,0.246,5,1,92,4.8,No,Fake
R222,Divya Pillai,Flipkart,Service was okay. Food arrived slightly late but taste was good. Will order again.,5,2024-11-14,293,5,No,14,0.037,0,0,0,3.3,No,Genuine
R223,Meena Joshi,Snapdeal,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,2,2024-03-31,1966,50,Yes,13,0.034,0,0,0,3.5,Yes,Genuine
R224,PRInfluencer41,Google Play,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,5,2024-05-20,952,291,No,11,0.037,0,0,2,4.9,No,Suspicious
R225,Divya Pillai,MakeMyTrip,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,3,2024-12-08,1310,46,No,14,0.038,0,0,0,4.0,Yes,Genuine
R226,BestBuyer2024625,Google Play,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-12-07,4,284,No,12,0.041,3,0,244,4.8,No,Fake
R227,SuperShopper6,MakeMyTrip,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-02-15,11,273,No,11,0.246,5,0,155,4.7,No,Fake
R228,Bharat Jain,Yelp,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,5,2024-12-17,919,39,Yes,14,0.038,0,0,1,3.9,Yes,Genuine
R229,BuyThis2024546,Yelp,Excellent excellent excellent. Best best best. Buy buy buy.,5,2024-11-21,9,204,Yes,9,0.051,0,1,133,4.6,No,Fake
R230,ReviewKing792,Swiggy,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-12-09,14,81,No,8,0.731,7,1,54,4.6,No,Fake
R231,Amit Kumar,MakeMyTrip,Good product overall. Setup instructions could be clearer. Performance is satisfactory.,4,2024-09-20,544,25,No,11,0.034,0,0,1,3.2,Yes,Genuine
R232,Rahul Verma,Snapdeal,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,4,2024-04-06,1883,50,Yes,15,0.024,0,0,1,2.9,Yes,Genuine
R233,AmazingUser539,Snapdeal,100% recommend! Zero complaints! Perfect product! Perfect service!,1,2024-06-22,3,239,No,8,0.045,4,1,27,1.2,No,Fake
R234,Mohit Khanna,Amazon,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,5,2024-04-07,537,43,No,14,0.025,0,0,0,2.9,Yes,Genuine
R235,SponsoredOpinion31,BookMyShow,Received complimentary sample. Results seem positive after short-term use.,5,2024-03-02,723,197,Yes,9,0.027,0,0,2,4.5,Yes,Suspicious
R236,Tanvi Joshi,Google Play,Ordered this last month. Build quality is solid but battery life is average.,4,2024-01-24,444,37,Yes,13,0.026,0,0,0,3.1,No,Genuine
R237,InfluencerLife73,Airbnb,*PR gifted* Brand reached out to me. Packaging is premium and scent is lovely!,5,2024-07-29,880,123,Yes,14,0.051,1,1,1,4.9,Yes,Suspicious
R238,ReviewKing396,Flipkart,Best product on the market! Everyone should buy this immediately!,5,2024-08-29,6,80,No,10,0.031,2,1,26,4.6,No,Fake
R239,Harsha Bhat,Zomato,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,5,2024-01-12,1862,30,Yes,15,0.024,0,0,0,3.8,Yes,Genuine
R240,Bharat Jain,Swiggy,Hotel room was clean. AC worked fine. Breakfast had limited vegetarian options.,4,2024-05-02,1243,17,Yes,12,0.051,0,0,1,3.7,No,Genuine
R241,ValueKing389,Google Play,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-12-04,6,109,No,9,0.097,6,1,100,4.9,Yes,Fake
R242,PaidReviewer23,Nykaa,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-06-20,495,384,No,12,0.037,0,0,2,4.5,Yes,Suspicious
R243,TrustMe123682,Swiggy,Best product on the market! Everyone should buy this immediately!,5,2024-07-09,11,272,Yes,10,0.031,2,1,55,4.7,No,Fake
R244,Manish Gupta,Zomato,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,4,2024-08-23,1869,27,Yes,12,0.051,0,0,1,2.9,No,Genuine
R245,Tanvi Joshi,Trustpilot,Second order from this seller. Consistent quality. Delivery was faster this time.,5,2024-04-14,1154,11,Yes,12,0.037,0,0,1,3.9,Yes,Genuine
R246,LovingIt99617,Google Maps,Never used anything better in my entire life! This is truly magical!,5,2024-08-17,2,120,No,12,0.029,2,1,67,4.9,No,Fake
R247,PRInfluencer8,Swiggy,Received complimentary sample. Results seem positive after short-term use.,5,2024-12-03,855,107,No,9,0.027,0,1,0,4.5,Yes,Suspicious
R248,Amit Kumar,Google Maps,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,1,2024-01-06,1521,48,Yes,12,0.051,0,0,1,4.2,Yes,Genuine
R249,BestBuyer2024537,Trustpilot,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-11-21,9,289,No,8,0.731,7,1,18,4.7,No,Fake
R250,Ravi Shankar,Swiggy,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,2,2024-05-08,542,32,Yes,14,0.038,0,0,1,3.5,Yes,Genuine
R251,InfluencerLife47,Justdial,Gifted for review. Aesthetics are great. Long-term durability remains to be seen.,5,2024-07-03,645,82,Yes,12,0.037,0,1,2,4.8,Yes,Suspicious
R252,AmazingUser544,MakeMyTrip,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-04-11,6,209,No,9,0.097,6,1,45,4.6,Yes,Fake
R253,DealHunter479,Nykaa,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-01-26,1,76,No,11,0.246,5,1,38,4.6,No,Fake
R254,AlwaysHappy231,Justdial,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,1,2024-10-21,1,155,No,9,0.097,6,1,26,1.2,No,Fake
R255,NotABot123537,MakeMyTrip,great product great price great delivery great service great everything,5,2024-06-20,6,174,No,10,0.0,0,1,161,4.5,No,Fake
R256,SponsoredOpinion3,BookMyShow,"I review products professionally. Solid build, average performance. 6/10.",5,2024-09-07,575,208,No,9,0.027,0,0,1,4.6,Yes,Suspicious
R257,BrandAmbassador51,Google Play,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,5,2024-10-24,546,437,No,11,0.037,0,0,0,4.2,Yes,Suspicious
R258,Kavya Reddy,Airbnb,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,4,2024-01-16,1207,31,Yes,14,0.038,0,0,1,3.5,Yes,Genuine
R259,Rohit Sharma,Zomato,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,2,2024-05-14,1899,46,Yes,14,0.025,0,0,1,4.0,Yes,Genuine
R260,BestBuyer2024355,Snapdeal,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-03-11,12,275,No,8,0.045,4,1,146,5.0,No,Fake
R261,Kavya Reddy,Swiggy,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,4,2024-05-24,480,31,Yes,12,0.051,0,0,0,3.5,Yes,Genuine
R262,Sunita Rao,Airbnb,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,3,2024-11-13,639,16,Yes,14,0.025,0,0,1,4.0,Yes,Genuine
R263,SmartBuyer374,BookMyShow,Great great great great great great great great quality!,1,2024-07-06,5,197,No,9,0.018,1,0,41,1.4,No,Fake
R264,NotABot123124,Zomato,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,1,2024-06-18,1,147,No,9,0.097,6,0,23,1.1,No,Fake
R265,Divya Pillai,Yelp,Booked this for a weekend trip. Location was convenient but WiFi was unreliable.,3,2024-12-16,875,19,Yes,13,0.05,0,0,0,3.5,No,Genuine
R266,AmazingUser631,BookMyShow,great product great price great delivery great service great everything,5,2024-12-14,1,145,No,10,0.0,0,0,113,4.7,No,Fake
R267,Vikram Singh,Snapdeal,App crashes occasionally on Android. Core features work well otherwise.,3,2024-11-20,1888,55,Yes,10,0.042,0,0,1,3.0,Yes,Genuine
R268,LifestyleGuru42,Trustpilot,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-08-05,683,360,Yes,12,0.037,0,0,2,4.5,Yes,Suspicious
R269,TopTester52,Trustpilot,"I review products professionally. Solid build, average performance. 6/10.",5,2024-10-13,710,345,Yes,9,0.027,0,1,0,4.6,Yes,Suspicious
R270,Priya Sharma,Nykaa,Nice ambience but portions are small for the price. Desserts were excellent though.,4,2024-12-30,1431,56,Yes,13,0.024,0,0,1,3.7,No,Genuine
R271,Sunita Rao,Flipkart,Service was okay. Food arrived slightly late but taste was good. Will order again.,2,2024-02-05,952,24,Yes,14,0.037,0,0,0,3.7,No,Genuine
R272,InfluencerLife67,Nykaa,"I review products professionally. Solid build, average performance. 6/10.",4,2024-03-26,347,144,No,9,0.027,0,1,2,4.8,Yes,Suspicious
R273,LifestyleGuru49,Tripadvisor,Brand collaboration. Love supporting small businesses. Quality feels authentic.,5,2024-02-06,596,165,No,9,0.038,0,1,1,4.7,Yes,Suspicious
R274,Sanjay Das,Snapdeal,Service was okay. Food arrived slightly late but taste was good. Will order again.,4,2024-10-27,695,28,Yes,14,0.037,0,0,1,3.0,No,Genuine
R275,SmartBuyer452,Nykaa,Never used anything better in my entire life! This is truly magical!,5,2024-05-08,7,287,No,12,0.029,2,1,110,4.9,Yes,Fake
R276,TruthTeller735,Yelp,Great great great great great great great great quality!,5,2024-11-23,6,258,Yes,9,0.018,1,1,98,4.8,No,Fake
R277,Arjun Mehta,MakeMyTrip,Product stopped working after 2 months. Customer support was responsive and helpful.,2,2024-12-12,1000,55,Yes,12,0.024,0,0,1,4.1,Yes,Genuine
R278,FiveStarFarmer719,Snapdeal,Excellent excellent excellent. Best best best. Buy buy buy.,5,2024-11-23,10,117,No,9,0.051,0,1,67,4.7,No,Fake
R279,FiveStarFarmer588,Zomato,Never used anything better in my entire life! This is truly magical!,5,2024-06-07,9,43,No,12,0.029,2,1,25,4.5,No,Fake
R280,FiveStarFarmer736,Google Maps,Amazing product! Best purchase ever! Highly recommend to everyone!!!,5,2024-07-26,13,181,No,9,0.044,5,1,52,4.8,No,Fake
R281,LegitReviewer322,Google Maps,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-11-08,6,211,No,8,0.045,4,1,182,4.8,No,Fake
R282,AlwaysHappy469,Trustpilot,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-05-15,2,34,No,11,0.246,5,1,11,4.5,No,Fake
R283,AffiliatePro52,MakeMyTrip,Gifted for review. Aesthetics are great. Long-term durability remains to be seen.,5,2024-07-09,1393,387,No,12,0.037,0,0,1,4.6,No,Suspicious
R284,Lalita Devi,Swiggy,Decent restaurant. Paneer dishes were flavorful. Naan was a bit oily.,4,2024-03-14,267,16,No,11,0.043,0,0,1,2.8,Yes,Genuine
R285,Neha Gupta,Flipkart,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,4,2024-10-12,443,36,Yes,14,0.038,0,0,0,2.9,Yes,Genuine
R286,Ananya Bose,Amazon,Product stopped working after 2 months. Customer support was responsive and helpful.,4,2024-03-07,240,38,Yes,12,0.024,0,0,1,4.1,Yes,Genuine
R287,Vikram Singh,Trustpilot,Fabric quality is good but sizing runs small. Order one size up.,5,2024-12-10,1464,16,Yes,12,0.031,0,0,1,4.1,Yes,Genuine
R288,SponsoredOpinion50,Justdial,*Ad* Partnered with the brand. Works as claimed based on my limited testing.,4,2024-07-18,368,181,No,13,0.039,0,1,2,4.7,Yes,Suspicious
R289,Sunita Rao,MakeMyTrip,Decent restaurant. Paneer dishes were flavorful. Naan was a bit oily.,5,2024-09-19,824,18,Yes,11,0.043,0,0,1,3.1,No,Genuine
R290,AmazingUser26,BookMyShow,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-02-17,3,82,No,6,0.097,6,1,19,4.8,Yes,Fake
R291,HappyCustomer123284,Google Play,Great great great great great great great great quality!,5,2024-05-01,9,158,No,9,0.018,1,0,14,4.6,No,Fake
R292,AmazingUser269,Justdial,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-08-19,4,176,No,6,0.097,6,1,59,4.6,No,Fake
R293,SmartBuyer659,Airbnb,great product great price great delivery great service great everything,5,2024-10-29,11,191,No,10,0.0,0,0,121,4.8,No,Fake
R294,PRInfluencer21,Google Maps,Received complimentary sample. Results seem positive after short-term use.,5,2024-10-08,817,179,Yes,9,0.027,0,1,2,4.9,No,Suspicious
R295,Kiran Patel,Swiggy,Decent restaurant. Paneer dishes were flavorful. Naan was a bit oily.,3,2024-03-20,529,42,Yes,11,0.043,0,0,0,3.3,No,Genuine
R296,Amit Kumar,Tripadvisor,Movie was okay. First half was slow. Second half had good twists. One-time watch.,2,2024-01-20,585,58,No,14,0.049,0,0,1,3.6,Yes,Genuine
R297,Meena Joshi,Flipkart,Product quality is decent but packaging could be better. Delivered on time.,3,2024-09-13,281,8,No,12,0.027,0,0,1,3.5,Yes,Genuine
R298,Sunita Rao,Snapdeal,Service was okay. Food arrived slightly late but taste was good. Will order again.,4,2024-09-06,1306,51,Yes,14,0.037,0,0,1,3.5,Yes,Genuine
R299,Ananya Bose,Tripadvisor,Movie was okay. First half was slow. Second half had good twists. One-time watch.,3,2024-03-06,1864,9,Yes,14,0.049,0,0,0,3.1,Yes,Genuine
R300,AlwaysHappy720,Google Play,100% recommend! Zero complaints! Perfect product! Perfect service!,1,2024-11-27,4,165,No,8,0.045,4,1,58,1.2,No,Fake
R301,FiveStarFarmer977,Trustpilot,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-06-06,10,35,No,6,0.097,6,1,15,4.5,Yes,Fake
R302,Bharat Jain,Justdial,Good product overall. Setup instructions could be clearer. Performance is satisfactory.,2,2024-12-02,1166,38,Yes,11,0.034,0,0,0,4.2,Yes,Genuine
R303,Priya Sharma,Airbnb,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,2,2024-05-28,1727,42,Yes,12,0.051,0,0,0,3.3,Yes,Genuine
R304,NotABot123928,MakeMyTrip,Great great great great great great great great quality!,5,2024-07-10,2,143,No,9,0.018,1,1,14,4.7,No,Fake
R305,LegitReviewer375,Amazon,Changed my life! Cannot imagine living without this! Perfect in every way!,1,2024-05-23,9,129,No,12,0.041,3,1,57,1.3,No,Fake
R306,Gopal Tiwari,Amazon,Product stopped working after 2 months. Customer support was responsive and helpful.,1,2024-07-22,303,28,Yes,12,0.024,0,0,1,3.3,Yes,Genuine
R307,SponsoredOpinion13,Swiggy,Sent for testing. First impressions are positive. Will update after extended use.,4,2024-10-16,696,242,No,12,0.037,0,0,2,4.4,Yes,Suspicious
R308,Nandita Roy,BookMyShow,Plumber came on time. Fixed the issue properly. Charged as quoted. Recommended.,4,2024-10-18,539,44,Yes,12,0.051,0,0,0,3.9,No,Genuine
R309,Sunita Rao,Flipkart,Decent restaurant. Paneer dishes were flavorful. Naan was a bit oily.,3,2024-12-05,1637,14,Yes,11,0.043,0,0,0,3.2,No,Genuine
R310,Vikram Singh,Amazon,Nice ambience but portions are small for the price. Desserts were excellent though.,5,2024-05-17,535,36,No,13,0.024,0,0,1,3.0,Yes,Genuine
R311,Bharat Jain,Justdial,Second order from this seller. Consistent quality. Delivery was faster this time.,3,2024-10-05,1842,39,Yes,12,0.037,0,0,1,3.9,Yes,Genuine
R312,Meena Joshi,MakeMyTrip,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,2,2024-09-30,1656,46,Yes,15,0.024,0,0,1,4.0,Yes,Genuine
R313,BuyThis2024216,Airbnb,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-03-31,6,238,No,9,0.097,6,1,68,4.9,No,Fake
R314,InfluencerLife84,MakeMyTrip,Brand collaboration. Love supporting small businesses. Quality feels authentic.,5,2024-09-22,417,476,No,9,0.038,0,1,1,4.2,No,Suspicious
R315,Kiran Patel,Justdial,Movie was okay. First half was slow. Second half had good twists. One-time watch.,3,2024-08-31,324,58,Yes,14,0.049,0,0,1,4.2,No,Genuine
R316,AlwaysHappy615,Swiggy,Best product on the market! Everyone should buy this immediately!,1,2024-02-28,9,138,No,10,0.031,2,1,35,1.2,No,Fake
R317,SponsoredOpinion87,BookMyShow,Received complimentary sample. Results seem positive after short-term use.,5,2024-12-10,1144,260,No,9,0.027,0,0,1,4.4,Yes,Suspicious
R318,PaidReviewer89,Tripadvisor,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,5,2024-11-16,483,207,Yes,11,0.037,0,0,2,4.5,No,Suspicious
R319,Rahul Verma,Zomato,Ordered this last month. Build quality is solid but battery life is average.,5,2024-03-30,437,34,Yes,13,0.026,0,0,0,3.2,No,Genuine
R320,SuperShopper842,Airbnb,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,1,2024-07-29,12,86,No,9,0.097,6,1,61,1.1,No,Fake
R321,BestBuyer2024734,Justdial,100% recommend! Zero complaints! Perfect product! Perfect service!,1,2024-10-05,4,52,No,8,0.045,4,1,28,1.5,No,Fake
R322,ShopperPro452,Trustpilot,Great great great great great great great great quality!,5,2024-01-28,5,274,Yes,9,0.018,1,0,259,4.5,No,Fake
R323,NotABot123706,Swiggy,My friend told me this is the best product ever so I bought it too!,5,2024-11-05,5,286,No,15,0.03,1,1,28,4.9,No,Fake
R324,Arjun Mehta,Trustpilot,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,4,2024-10-14,1972,27,No,13,0.034,0,0,1,3.0,No,Genuine
R325,PaidReviewer18,MakeMyTrip,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-07-28,1065,174,No,12,0.037,0,0,0,4.3,Yes,Suspicious
R326,TrustMe123962,Amazon,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-06-09,5,121,No,8,0.731,7,1,12,4.6,No,Fake
